,Collected,Exp_type,Exp_ID,Exp_FTP,Pltf_ID,Pltf_FTP,Sample_desc,Exp_desc,Sample_ID,Sample_FTP,Sample_ORG,Sample_acc,Source,Sample_class
GSM1261184,Y,Expression profiling by array,GSE47640,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47640,GPL10632,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL10nnn/GPL10632, CDC1551 kasB T334D T336D Transcriptome Replicate 4," Transcriptome of phosphomimetic and phosphoablative kasB mutants of Mycobacterium tuberculosis
(Submitter supplied) Mechanisms governing Mycobacterium tuberculosis acid-fastness and its capacity to induce long-term infections remain unknown. Serine/Threonine phosphorylation represents an emerging theme allowing mycobacteria to adapt their cell envelope structure/composition in response to environmental changes. We addressed whether phosphorylation of KasB, a mycolic acid biosynthetic enzyme, modulates M. tuberculosis pathogenicity. more...",GSM1261184,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1261nnn/GSM1261184,Mycobacterium tuberculosis,dnf,whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy3. (channel 1) whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy5. (channel 2),DRonA classified non-viable
GSM1261185,Y,Expression profiling by array,GSE47640,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47640,GPL10632,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL10nnn/GPL10632, CDC1551 kasB T334D T336D Transcriptome Replicate 5," Transcriptome of phosphomimetic and phosphoablative kasB mutants of Mycobacterium tuberculosis
(Submitter supplied) Mechanisms governing Mycobacterium tuberculosis acid-fastness and its capacity to induce long-term infections remain unknown. Serine/Threonine phosphorylation represents an emerging theme allowing mycobacteria to adapt their cell envelope structure/composition in response to environmental changes. We addressed whether phosphorylation of KasB, a mycolic acid biosynthetic enzyme, modulates M. tuberculosis pathogenicity. more...",GSM1261185,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1261nnn/GSM1261185,Mycobacterium tuberculosis,dnf,whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy5. (channel 1) whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy3. (channel 2),DRonA classified non-viable
GSM1261180,Y,Expression profiling by array,GSE47640,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47640,GPL10632,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL10nnn/GPL10632, CDC1551 kasB KO Transcriptome Replicate 5," Transcriptome of phosphomimetic and phosphoablative kasB mutants of Mycobacterium tuberculosis
(Submitter supplied) Mechanisms governing Mycobacterium tuberculosis acid-fastness and its capacity to induce long-term infections remain unknown. Serine/Threonine phosphorylation represents an emerging theme allowing mycobacteria to adapt their cell envelope structure/composition in response to environmental changes. We addressed whether phosphorylation of KasB, a mycolic acid biosynthetic enzyme, modulates M. tuberculosis pathogenicity. more...",GSM1261180,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1261nnn/GSM1261180,Mycobacterium tuberculosis,dnf,whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy5. (channel 1) whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy3. (channel 2),DRonA classified non-viable
GSM1261181,Y,Expression profiling by array,GSE47640,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47640,GPL5774,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL5nnn/GPL5774, CDC1551 kasB T334A T336A Transcriptome Replicate 3," Transcriptome of phosphomimetic and phosphoablative kasB mutants of Mycobacterium tuberculosis
(Submitter supplied) Mechanisms governing Mycobacterium tuberculosis acid-fastness and its capacity to induce long-term infections remain unknown. Serine/Threonine phosphorylation represents an emerging theme allowing mycobacteria to adapt their cell envelope structure/composition in response to environmental changes. We addressed whether phosphorylation of KasB, a mycolic acid biosynthetic enzyme, modulates M. tuberculosis pathogenicity. more...",GSM1261181,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1261nnn/GSM1261181,Mycobacterium tuberculosis,dnf,whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy3. (channel 1) whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy5. (channel 2),DRonA classified non-viable
GSM1261179,Y,Expression profiling by array,GSE47640,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47640,GPL10632,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL10nnn/GPL10632, CDC1551 kasB KO Transcriptome Replicate 4," Transcriptome of phosphomimetic and phosphoablative kasB mutants of Mycobacterium tuberculosis
(Submitter supplied) Mechanisms governing Mycobacterium tuberculosis acid-fastness and its capacity to induce long-term infections remain unknown. Serine/Threonine phosphorylation represents an emerging theme allowing mycobacteria to adapt their cell envelope structure/composition in response to environmental changes. We addressed whether phosphorylation of KasB, a mycolic acid biosynthetic enzyme, modulates M. tuberculosis pathogenicity. more...",GSM1261179,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1261nnn/GSM1261179,Mycobacterium tuberculosis,dnf,whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy3. (channel 1) whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy5. (channel 2),DRonA classified non-viable
GSM1261178,Y,Expression profiling by array,GSE47640,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47640,GPL5774,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL5nnn/GPL5774, CDC1551 kasB KO Transcriptome Replicate 3," Transcriptome of phosphomimetic and phosphoablative kasB mutants of Mycobacterium tuberculosis
(Submitter supplied) Mechanisms governing Mycobacterium tuberculosis acid-fastness and its capacity to induce long-term infections remain unknown. Serine/Threonine phosphorylation represents an emerging theme allowing mycobacteria to adapt their cell envelope structure/composition in response to environmental changes. We addressed whether phosphorylation of KasB, a mycolic acid biosynthetic enzyme, modulates M. tuberculosis pathogenicity. more...",GSM1261178,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1261nnn/GSM1261178,Mycobacterium tuberculosis,dnf,whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy3. (channel 1) whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy5. (channel 2),DRonA classified non-viable
GSM1261978,Y,Expression profiling by array,GSE47640,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47640,GPL10632,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL10nnn/GPL10632, CDC1551 kasB T334D T336D Transcriptome Replicate 3," Transcriptome of phosphomimetic and phosphoablative kasB mutants of Mycobacterium tuberculosis
(Submitter supplied) Mechanisms governing Mycobacterium tuberculosis acid-fastness and its capacity to induce long-term infections remain unknown. Serine/Threonine phosphorylation represents an emerging theme allowing mycobacteria to adapt their cell envelope structure/composition in response to environmental changes. We addressed whether phosphorylation of KasB, a mycolic acid biosynthetic enzyme, modulates M. tuberculosis pathogenicity. more...",GSM1261978,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1261nnn/GSM1261978,Mycobacterium tuberculosis,dnf,whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy3. (channel 1) whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy5. (channel 2),DRonA classified non-viable
GSM1261182,Y,Expression profiling by array,GSE47640,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47640,GPL10632,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL10nnn/GPL10632, CDC1551 kasB T334A T336A Transcriptome Replicate 4," Transcriptome of phosphomimetic and phosphoablative kasB mutants of Mycobacterium tuberculosis
(Submitter supplied) Mechanisms governing Mycobacterium tuberculosis acid-fastness and its capacity to induce long-term infections remain unknown. Serine/Threonine phosphorylation represents an emerging theme allowing mycobacteria to adapt their cell envelope structure/composition in response to environmental changes. We addressed whether phosphorylation of KasB, a mycolic acid biosynthetic enzyme, modulates M. tuberculosis pathogenicity. more...",GSM1261182,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1261nnn/GSM1261182,Mycobacterium tuberculosis,dnf,whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy3. (channel 1) whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy5. (channel 2),DRonA classified non-viable
GSM1261183,Y,Expression profiling by array,GSE47640,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47640,GPL10632,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL10nnn/GPL10632, CDC1551 kasB T334A T336A Transcriptome Replicate 5," Transcriptome of phosphomimetic and phosphoablative kasB mutants of Mycobacterium tuberculosis
(Submitter supplied) Mechanisms governing Mycobacterium tuberculosis acid-fastness and its capacity to induce long-term infections remain unknown. Serine/Threonine phosphorylation represents an emerging theme allowing mycobacteria to adapt their cell envelope structure/composition in response to environmental changes. We addressed whether phosphorylation of KasB, a mycolic acid biosynthetic enzyme, modulates M. tuberculosis pathogenicity. more...",GSM1261183,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1261nnn/GSM1261183,Mycobacterium tuberculosis,dnf,whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy5. (channel 1) whole_organism from Mycobacterium tuberculosis CDC1551 labeled with Cy3. (channel 2),DRonA classified non-viable
GSM1160267,Y,Expression profiling by array,GSE47834,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47834,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, conditional mutant strain replicate 2-2," Mycobacterium tuberculosis ESX-3 conditional mutant expression
(Submitter supplied) Transcriptional profile of esx-3 conditional mutant strain (TB79) vs its parental strain (TB38) grown in 7H9 in presence of 100ng/ml Atc for 48h",GSM1160267,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1160nnn/GSM1160267,Mycobacterium tuberculosis,dnf,H37Rv mycobacterial cells_TB79 (channel 1) H37Rv mycobacterial cells_TB38 (channel 2),DRonA classified non-viable
GSM1160266,Y,Expression profiling by array,GSE47834,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47834,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, conditional mutant strain replicate 2-1," Mycobacterium tuberculosis ESX-3 conditional mutant expression
(Submitter supplied) Transcriptional profile of esx-3 conditional mutant strain (TB79) vs its parental strain (TB38) grown in 7H9 in presence of 100ng/ml Atc for 48h",GSM1160266,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1160nnn/GSM1160266,Mycobacterium tuberculosis,dnf,H37Rv mycobacterial cells_TB79 (channel 1) H37Rv mycobacterial cells_TB38 (channel 2),DRonA classified non-viable
GSM1160265,Y,Expression profiling by array,GSE47834,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47834,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, conditional mutant strain replicate 1-2," Mycobacterium tuberculosis ESX-3 conditional mutant expression
(Submitter supplied) Transcriptional profile of esx-3 conditional mutant strain (TB79) vs its parental strain (TB38) grown in 7H9 in presence of 100ng/ml Atc for 48h",GSM1160265,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1160nnn/GSM1160265,Mycobacterium tuberculosis,dnf,H37Rv mycobacterial cells_TB79 (channel 1) H37Rv mycobacterial cells_TB38 (channel 2),DRonA classified non-viable
GSM1160264,Y,Expression profiling by array,GSE47834,ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47834,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, conditional mutant strain replicate 1-1," Mycobacterium tuberculosis ESX-3 conditional mutant expression
(Submitter supplied) Transcriptional profile of esx-3 conditional mutant strain (TB79) vs its parental strain (TB38) grown in 7H9 in presence of 100ng/ml Atc for 48h",GSM1160264,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1160nnn/GSM1160264,Mycobacterium tuberculosis,dnf,H37Rv mycobacterial cells_TB79 (channel 1) H37Rv mycobacterial cells_TB38 (channel 2),DRonA classified non-viable
GSM1206656,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 1, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206656,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206656,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV+ blood (donor H16) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206666,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 6, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206666,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206666,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV+ blood (donor H34) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206667,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 1, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206667,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206667,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV- blood (donor P3) (channel 2),DRonA classified non-viable
GSM1206664,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 5, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206664,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206664,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV+ blood (donor H30) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206665,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 6, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206665,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206665,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV+ blood (donor H34) (channel 2),DRonA classified non-viable
GSM1206662,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 4, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206662,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206662,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV+ blood (donor H28) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206663,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 5, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206663,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206663,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV+ blood (donor H30) (channel 2),DRonA classified non-viable
GSM1206660,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 3, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206660,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206660,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV+ blood (donor H24) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206661,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV+ blood donor 4, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206661,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206661,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV+ blood (donor H28) (channel 2),DRonA classified non-viable
GSM1206668,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 1, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206668,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206668,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV- blood (donor P3) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206669,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 2, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206669,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206669,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV- blood (donor P7) (channel 2),DRonA classified non-viable
GSM1206675,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 5, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206675,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206675,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV- blood (donor P15) (channel 2),DRonA classified non-viable
GSM1206674,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 4, replicate 2 (dye flip)"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206674,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206674,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,M. tb in HIV- blood (donor P14) (channel 1) 7H9 broth-grown M. tb (reference) (channel 2),DRonA classified non-viable
GSM1206677,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 6, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206677,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206677,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV- blood (donor P16) (channel 2),DRonA classified non-viable
GSM1206671,Y,Expression profiling by array,GSE49760,ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49760,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057," HIV- blood donor 3, replicate 1"," Transcriptional profiling of Mycobacterium tuberculosis H37Rv in whole blood from HIV- and HIV+ individuals
(Submitter supplied) Mycobacterium tuberculosis (M. tb), the cause of tuberculosis (TB), utilizes the blood circulation to spread systemically and establish infection, and the risk of developing active TB (pulmonary and extrapulmonary) is significantly increased in individuals infected with human immunodeficiency virus (HIV). In this work, we have used DNA microarray analysis to investigate the transcriptome of M. tb replicating in human whole blood from both HIV-negative and HIV-positive donors compared to M. more...",GSM1206671,ftp.ncbi.nlm.nih.gov/geo/samples/GSM1206nnn/GSM1206671,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,dnf,7H9 broth-grown M. tb (reference) (channel 1) M. tb in HIV- blood (donor P13) (channel 2),DRonA classified non-viable
